msun
au
kms
# 1: Mass 2: x	3: y	4: z	5: vx	6: vy	7: vz	8: icon_index	9: icon_size 
1.000000e+00 -5.940594e-02 0.000000e+00 0.000000e+00 0.000000e+00 -1.209943e-01 0.000000e+00 0 24.000000 
1.000000e-02 5.940594e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.209943e+01 0.000000e+00 5 12.000000 
3.563921e-11 3.215393e+00 5.854477e-01 -4.735888e-03 -2.951310e+00 1.620917e+01 0.000000e+00 1 4.000000 
1.657079e-10 -2.856983e+00 -1.648667e+00 6.498433e-02 8.196091e+00 -1.420305e+01 0.000000e+00 1 4.000000 
1.267217e-10 -8.439797e-01 -4.503491e+00 7.244934e-02 1.367591e+01 -2.562942e+00 0.000000e+00 1 4.000000 
3.846101e-10 -1.655258e+00 -3.370784e+00 4.562336e-02 1.379603e+01 -6.774682e+00 0.000000e+00 1 4.000000 
4.770689e-10 -3.768760e+00 -2.250250e+00 -4.240281e-02 7.288001e+00 -1.220607e+01 0.000000e+00 1 4.000000 
9.925876e-11 -3.832969e-01 -3.039477e+00 4.907178e-02 1.688243e+01 -2.128979e+00 0.000000e+00 1 4.000000 
3.575644e-10 -3.693618e+00 -2.823749e-01 2.385241e-02 1.179632e+00 -1.543024e+01 0.000000e+00 1 4.000000 
3.432440e-10 4.700666e+00 -1.054140e-01 4.816733e-02 3.079535e-01 1.373240e+01 0.000000e+00 1 4.000000 
4.954372e-10 6.249714e-01 2.985478e+00 -3.844038e-02 -1.669196e+01 3.494246e+00 0.000000e+00 1 4.000000 
9.184018e-11 3.091771e+00 3.407250e+00 -1.623815e-02 -1.028343e+01 9.331279e+00 0.000000e+00 1 4.000000 
2.994587e-10 -9.125580e-01 4.617153e+00 -2.923131e-02 -1.346878e+01 -2.662040e+00 0.000000e+00 1 4.000000 
1.199679e-10 4.279136e+00 2.421579e+00 -6.419443e-02 -6.615397e+00 1.168997e+01 0.000000e+00 1 4.000000 
3.301877e-10 -4.242477e+00 8.920997e-01 6.847995e-02 -2.943508e+00 -1.399817e+01 0.000000e+00 1 4.000000 
3.532268e-10 -2.891058e+00 -1.778112e+00 -1.849617e-02 8.469752e+00 -1.377109e+01 0.000000e+00 1 4.000000 
