msun
au
kms
# 1: Mass 2: x	3: y	4: z	5: vx	6: vy	7: vz	8: icon_index	9: icon_size 
4.513581e+00 -1.700143e+04 -1.993532e+06 -4.001657e+06 2.028956e-05 3.374824e-04 -4.353209e-04 0 6.000000 
7.030771e+00 2.460880e+06 -2.427804e+06 -2.644707e+06 4.767557e-04 7.489958e-04 -3.265667e-04 0 6.000000 
1.164667e+00 -2.159071e+06 1.535646e+06 -3.217214e+06 -7.477046e-04 3.233976e-04 -9.953726e-04 0 6.000000 
2.871325e+00 1.017984e+05 5.747166e+04 -1.199874e+06 -9.473521e-04 3.146004e-04 8.170609e-04 0 6.000000 
2.441109e+00 -1.121901e+05 2.416270e+05 -1.207049e+05 8.474249e-04 -8.643481e-04 -4.882926e-04 0 6.000000 
4.395187e+00 -2.751040e+06 -6.731531e+05 2.530799e+06 1.612725e-04 8.285400e-04 5.599933e-04 0 6.000000 
3.258239e+00 1.345499e+06 1.212208e+06 -3.641941e+06 1.940074e-04 -9.633648e-04 -9.275950e-04 0 6.000000 
7.259199e+00 6.594897e+04 1.627899e+04 3.505928e+06 8.276087e-04 -7.593704e-04 -2.474812e-05 0 6.000000 
9.407270e+00 -2.853348e+06 2.180263e+06 1.784342e+06 6.686655e-04 -5.693207e-04 7.177917e-04 0 6.000000 
7.604648e+00 1.024545e+06 9.003963e+05 5.212606e+05 -9.605345e-04 3.058856e-04 -3.483249e-04 0 6.000000 
6.043653e+00 -1.116661e+06 -8.755847e+05 2.557629e+06 -2.880386e-04 -5.549048e-04 -3.081215e-04 0 6.000000 
9.534546e+00 8.198022e+05 -7.493426e+05 -5.559666e+05 8.417632e-04 -1.586841e-04 3.584383e-04 0 6.000000 
8.363391e+00 -1.375201e+06 -2.388096e+06 4.331717e+05 -3.628246e-04 1.260030e-04 9.028364e-04 0 6.000000 
1.613912e+00 -7.880111e+05 1.978872e+06 3.401789e+06 -8.769866e-04 8.501272e-04 -7.942638e-04 0 6.000000 
9.042702e-01 2.442236e+06 -1.173582e+06 -1.241742e+06 -7.095616e-04 6.907982e-05 2.019828e-04 0 6.000000 
5.061879e+00 1.047335e+06 -3.627737e+05 -3.743368e+06 9.959053e-04 -3.418551e-04 -7.393596e-04 0 6.000000 
